,,,-0.0811,0.082,,9.18E-04,2.28E+08,,8.20E-04
,,,-0.081,0.0832,,9.20E-04,2.29E+08,,8.32E-04
,,,-0.0809,0.0824,,9.23E-04,2.29E+08,,8.24E-04
,,,-0.0808,0.0828,,9.25E-04,2.30E+08,,8.28E-04
,,,-0.0807,0.0812,,9.28E-04,2.30E+08,,8.12E-04
,,,-0.0806,0.0812,,9.30E-04,2.31E+08,,8.12E-04
,,,-0.0805,0.0824,,9.33E-04,2.32E+08,,8.24E-04
,,,-0.0804,0.0824,,9.35E-04,2.32E+08,,8.24E-04
,,,-0.0803,0.082,,9.38E-04,2.33E+08,,8.20E-04
,,,-0.0802,0.0824,,9.40E-04,2.34E+08,,8.24E-04
